=== Restore-All from Backup ===
Vault:   C:\Users\Sean\Documents\SecondBrain
[RESTORED] (137 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031375f31312e6d64.md
[RESTORED] (361 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031375f31322e6d64.md
[RESTORED] (249 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031375f31342e6d64.md
[RESTORED] (327 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031375f31352e6d64.md
[RESTORED] (129 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031375f31362e6d64.md
[RESTORED] (369 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031375f31372e6d64.md
[RESTORED] (281 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031375f31382e6d64.md
[RESTORED] (380 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031375f32332e6d64.md
[RESTORED] (112 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031375f32342e6d64.md
[RESTORED] (697 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031375f32352e6d64.md
[RESTORED] (566 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031375f32372e6d64.md
[RESTORED] (120 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031375f352e6d64.md
[RESTORED] (158 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031375f362e6d64.md
[RESTORED] (347 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031375f372e6d64.md
[RESTORED] (201 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031385f312e6d64.md
[RESTORED] (190 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031385f31312e6d64.md
[RESTORED] (471 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031385f31322e6d64.md
[RESTORED] (128 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031385f31362e6d64.md
[RESTORED] (205 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031385f31372e6d64.md
[RESTORED] (529 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031385f31382e6d64.md
[RESTORED] (192 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031385f31392e6d64.md
[RESTORED] (223 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031385f322e6d64.md
[RESTORED] (377 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031385f32302e6d64.md
[RESTORED] (126 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031385f32312e6d64.md
[RESTORED] (347 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031385f32352e6d64.md
[RESTORED] (128 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031385f32372e6d64.md
[RESTORED] (411 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031385f32392e6d64.md
[RESTORED] (505 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031385f332e6d64.md
[RESTORED] (221 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031385f33322e6d64.md
[RESTORED] (339 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031385f33332e6d64.md
[RESTORED] (159 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031385f342e6d64.md
[RESTORED] (319 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031385f362e6d64.md
[RESTORED] (270 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031385f382e6d64.md
[RESTORED] (329 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031385f392e6d64.md
[RESTORED] (381 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031395f31332e6d64.md
[RESTORED] (231 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031395f31352e6d64.md
[RESTORED] (166 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031395f31362e6d64.md
[RESTORED] (470 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031395f32302e6d64.md
[RESTORED] (157 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031395f32312e6d64.md
[RESTORED] (205 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031395f32322e6d64.md
[RESTORED] (349 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031395f32332e6d64.md
[RESTORED] (351 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031395f32342e6d64.md
[RESTORED] (119 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031395f32372e6d64.md
[RESTORED] (265 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031395f32392e6d64.md
[RESTORED] (358 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031395f33372e6d64.md
[RESTORED] (475 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031395f34332e6d64.md
[RESTORED] (521 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031395f352e6d64.md
[RESTORED] (238 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031395f372e6d64.md
[RESTORED] (510 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2031395f382e6d64.md
[RESTORED] (123 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c20315f312e6d64.md
[RESTORED] (1119 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c20315f31302e6d64.md
[RESTORED] (229 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c20315f31332e6d64.md
[RESTORED] (277 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c20315f31342e6d64.md
[RESTORED] (227 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c20315f31352e6d64.md
[RESTORED] (526 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c20315f31372e6d64.md
[RESTORED] (122 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c20315f31382e6d64.md
[RESTORED] (270 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c20315f31392e6d64.md
[RESTORED] (385 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c20315f322e6d64.md
[RESTORED] (370 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c20315f32302e6d64.md
[RESTORED] (589 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c20315f32312e6d64.md
[RESTORED] (182 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c20315f32322e6d64.md
[RESTORED] (160 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c20315f32342e6d64.md
[RESTORED] (948 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c20315f32362e6d64.md
[RESTORED] (289 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c20315f32372e6d64.md
[RESTORED] (205 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c20315f362e6d64.md
[RESTORED] (888 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f7220322053616d75656c2f5354554459204e4f54455320464f5220322053414d55454c2032305f312e6d64.md
